Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","22241.01","Butter of cow milk","2022","2022","1000 USD","314","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","22241.01","Butter of cow milk","2023","2023","t","1099.09","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","22241.01","Butter of cow milk","2023","2023","1000 USD","6262","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","22241.01","Butter of cow milk","2023","2023","t","7.53","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","22241.01","Butter of cow milk","2023","2023","1000 USD","62","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","21429.07","Coconuts, desiccated","2015","2015","t","1092.97","A","Official figure",""
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","21429.07","Coconuts, desiccated","2015","2015","1000 USD","862","A","Official figure",""
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","21429.07","Coconuts, desiccated","2016","2016","t","972.11","I","Imputed value",""
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","21429.07","Coconuts, desiccated","2016","2016","1000 USD","1089","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","21429.07","Coconuts, desiccated","2016","2016","t","3.86","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","21429.07","Coconuts, desiccated","2016","2016","1000 USD","9","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","21429.07","Coconuts, desiccated","2017","2017","t","943.85","I","Imputed value",""
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","21429.07","Coconuts, desiccated","2017","2017","1000 USD","1078","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","21429.07","Coconuts, desiccated","2018","2018","t","1314.26","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","21429.07","Coconuts, desiccated","2018","2018","1000 USD","1521","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","21429.07","Coconuts, desiccated","2018","2018","t","7.56","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","21429.07","Coconuts, desiccated","2018","2018","1000 USD","7","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","21429.07","Coconuts, desiccated","2019","2019","t","1233.15","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","21429.07","Coconuts, desiccated","2019","2019","1000 USD","1287","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","21429.07","Coconuts, desiccated","2019","2019","t","2.16","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","21429.07","Coconuts, desiccated","2019","2019","1000 USD","5","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","21429.07","Coconuts, desiccated","2020","2020","t","909.96","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","21429.07","Coconuts, desiccated","2020","2020","1000 USD","943","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","21429.07","Coconuts, desiccated","2020","2020","t","20.64","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","21429.07","Coconuts, desiccated","2020","2020","1000 USD","10","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","21429.07","Coconuts, desiccated","2021","2021","t","2015.44","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","21429.07","Coconuts, desiccated","2021","2021","1000 USD","2155","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","21429.07","Coconuts, desiccated","2021","2021","t","5.62","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","21429.07","Coconuts, desiccated","2021","2021","1000 USD","17","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","21429.07","Coconuts, desiccated","2022","2022","t","1796.03","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","21429.07","Coconuts, desiccated","2022","2022","1000 USD","1797","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","21429.07","Coconuts, desiccated","2022","2022","t","9.06","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","21429.07","Coconuts, desiccated","2022","2022","1000 USD","26","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","21429.07","Coconuts, desiccated","2023","2023","t","1894.47","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","21429.07","Coconuts, desiccated","2023","2023","1000 USD","1657","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","21429.07","Coconuts, desiccated","2023","2023","t","2.21","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","21429.07","Coconuts, desiccated","2023","2023","1000 USD","7","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","01460","Coconuts, in shell","2015","2015","t","303.69","A","Official figure",""
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","01460","Coconuts, in shell","2015","2015","1000 USD","215","A","Official figure",""
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","01460","Coconuts, in shell","2015","2015","t","26.76","A","Official figure",""
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","01460","Coconuts, in shell","2015","2015","1000 USD","5","A","Official figure",""
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","01460","Coconuts, in shell","2016","2016","t","3564.2","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","01460","Coconuts, in shell","2016","2016","1000 USD","3480","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","01460","Coconuts, in shell","2016","2016","t","3.96","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","01460","Coconuts, in shell","2016","2016","1000 USD","4","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","01460","Coconuts, in shell","2017","2017","t","2254.87","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","01460","Coconuts, in shell","2017","2017","1000 USD","3250","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","01460","Coconuts, in shell","2017","2017","t","2.19","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","01460","Coconuts, in shell","2017","2017","1000 USD","6","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","01460","Coconuts, in shell","2018","2018","t","156","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","01460","Coconuts, in shell","2018","2018","1000 USD","301","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","01460","Coconuts, in shell","2018","2018","t","57.84","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","01460","Coconuts, in shell","2018","2018","1000 USD","48","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","01460","Coconuts, in shell","2019","2019","t","154","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","01460","Coconuts, in shell","2019","2019","1000 USD","262","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","01460","Coconuts, in shell","2019","2019","t","2.88","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","01460","Coconuts, in shell","2019","2019","1000 USD","7","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","01460","Coconuts, in shell","2020","2020","t","1155.59","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","01460","Coconuts, in shell","2020","2020","1000 USD","407","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","01460","Coconuts, in shell","2020","2020","t","1.98","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","01460","Coconuts, in shell","2020","2020","1000 USD","3","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","01460","Coconuts, in shell","2021","2021","t","2315.7","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","01460","Coconuts, in shell","2021","2021","1000 USD","1749","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","01460","Coconuts, in shell","2021","2021","t","29.96","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","01460","Coconuts, in shell","2021","2021","1000 USD","22","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","01460","Coconuts, in shell","2022","2022","t","1632.79","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","01460","Coconuts, in shell","2022","2022","1000 USD","985","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","01460","Coconuts, in shell","2022","2022","t","3.58","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","01460","Coconuts, in shell","2022","2022","1000 USD","9","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","01460","Coconuts, in shell","2023","2023","t","2260.65","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","01460","Coconuts, in shell","2023","2023","1000 USD","1142","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","01460","Coconuts, in shell","2023","2023","t","32.25","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","01460","Coconuts, in shell","2023","2023","1000 USD","35","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","21185","Extracts and juices of meat, fish, crustaceans, molluscs or other aquatic invertebrates","2015","2015","t","0.04","A","Official figure",""
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","21185","Extracts and juices of meat, fish, crustaceans, molluscs or other aquatic invertebrates","2015","2015","1000 USD","0","A","Official figure",""
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","21185","Extracts and juices of meat, fish, crustaceans, molluscs or other aquatic invertebrates","2015","2015","t","44.55","A","Official figure",""
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","21185","Extracts and juices of meat, fish, crustaceans, molluscs or other aquatic invertebrates","2015","2015","1000 USD","31","A","Official figure",""
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","21185","Extracts and juices of meat, fish, crustaceans, molluscs or other aquatic invertebrates","2016","2016","t","101.07","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","21185","Extracts and juices of meat, fish, crustaceans, molluscs or other aquatic invertebrates","2016","2016","1000 USD","153","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","21185","Extracts and juices of meat, fish, crustaceans, molluscs or other aquatic invertebrates","2017","2017","t","0.3","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","21185","Extracts and juices of meat, fish, crustaceans, molluscs or other aquatic invertebrates","2017","2017","1000 USD","1","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","21185","Extracts and juices of meat, fish, crustaceans, molluscs or other aquatic invertebrates","2018","2018","t","0.18","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","21185","Extracts and juices of meat, fish, crustaceans, molluscs or other aquatic invertebrates","2018","2018","1000 USD","0","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","21185","Extracts and juices of meat, fish, crustaceans, molluscs or other aquatic invertebrates","2018","2018","t","0.29","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","21185","Extracts and juices of meat, fish, crustaceans, molluscs or other aquatic invertebrates","2018","2018","1000 USD","1","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","21185","Extracts and juices of meat, fish, crustaceans, molluscs or other aquatic invertebrates","2019","2019","t","1.11","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","21185","Extracts and juices of meat, fish, crustaceans, molluscs or other aquatic invertebrates","2019","2019","1000 USD","2","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","21185","Extracts and juices of meat, fish, crustaceans, molluscs or other aquatic invertebrates","2020","2020","t","2.4","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","21185","Extracts and juices of meat, fish, crustaceans, molluscs or other aquatic invertebrates","2020","2020","1000 USD","2","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","21185","Extracts and juices of meat, fish, crustaceans, molluscs or other aquatic invertebrates","2021","2021","t","0","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","21185","Extracts and juices of meat, fish, crustaceans, molluscs or other aquatic invertebrates","2021","2021","1000 USD","0","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","21185","Extracts and juices of meat, fish, crustaceans, molluscs or other aquatic invertebrates","2022","2022","t","0.71","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","21185","Extracts and juices of meat, fish, crustaceans, molluscs or other aquatic invertebrates","2022","2022","1000 USD","2","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","21185","Extracts and juices of meat, fish, crustaceans, molluscs or other aquatic invertebrates","2023","2023","t","0.03","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","21185","Extracts and juices of meat, fish, crustaceans, molluscs or other aquatic invertebrates","2023","2023","1000 USD","0","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","21185","Extracts and juices of meat, fish, crustaceans, molluscs or other aquatic invertebrates","2023","2023","t","0.01","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","21185","Extracts and juices of meat, fish, crustaceans, molluscs or other aquatic invertebrates","2023","2023","1000 USD","0","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","22241.02","Ghee from cow milk","2016","2016","t","712.19","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","22241.02","Ghee from cow milk","2016","2016","1000 USD","2870","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","22241.02","Ghee from cow milk","2016","2016","t","24.82","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","22241.02","Ghee from cow milk","2016","2016","1000 USD","177","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","22241.02","Ghee from cow milk","2017","2017","t","241.82","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","22241.02","Ghee from cow milk","2017","2017","1000 USD","1736","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","22241.02","Ghee from cow milk","2017","2017","t","47.53","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","22241.02","Ghee from cow milk","2017","2017","1000 USD","346","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","22241.02","Ghee from cow milk","2018","2018","t","429.71","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","22241.02","Ghee from cow milk","2018","2018","1000 USD","2727","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","22241.02","Ghee from cow milk","2018","2018","t","27.44","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","22241.02","Ghee from cow milk","2018","2018","1000 USD","261","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","22241.02","Ghee from cow milk","2019","2019","t","204.83","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","22241.02","Ghee from cow milk","2019","2019","1000 USD","817","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","22241.02","Ghee from cow milk","2019","2019","t","30.8","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","22241.02","Ghee from cow milk","2019","2019","1000 USD","264","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","22241.02","Ghee from cow milk","2020","2020","t","174.71","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","22241.02","Ghee from cow milk","2020","2020","1000 USD","899","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","22241.02","Ghee from cow milk","2020","2020","t","46.54","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","22241.02","Ghee from cow milk","2020","2020","1000 USD","384","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","22241.02","Ghee from cow milk","2021","2021","t","783.1","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","22241.02","Ghee from cow milk","2021","2021","1000 USD","4310","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","22241.02","Ghee from cow milk","2021","2021","t","38.05","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","22241.02","Ghee from cow milk","2021","2021","1000 USD","322","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","22241.02","Ghee from cow milk","2022","2022","t","296.83","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","22241.02","Ghee from cow milk","2022","2022","1000 USD","1515","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","22241.02","Ghee from cow milk","2022","2022","t","24.43","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","22241.02","Ghee from cow milk","2022","2022","1000 USD","234","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","22241.02","Ghee from cow milk","2023","2023","t","106.87","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","22241.02","Ghee from cow milk","2023","2023","1000 USD","454","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","22241.02","Ghee from cow milk","2023","2023","t","44.28","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","22241.02","Ghee from cow milk","2023","2023","1000 USD","367","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","01704","Lentils, dry","2015","2015","t","180221.13","A","Official figure",""
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","01704","Lentils, dry","2015","2015","1000 USD","155919","A","Official figure",""
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","01704","Lentils, dry","2015","2015","t","0.25","A","Official figure",""
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","01704","Lentils, dry","2015","2015","1000 USD","1","A","Official figure",""
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","01704","Lentils, dry","2016","2016","t","321221.91","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","01704","Lentils, dry","2016","2016","1000 USD","279313","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","01704","Lentils, dry","2016","2016","t","36.06","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","01704","Lentils, dry","2016","2016","1000 USD","51","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","01704","Lentils, dry","2017","2017","t","274256.84","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","01704","Lentils, dry","2017","2017","1000 USD","185258","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","01704","Lentils, dry","2017","2017","t","30.35","I","Imputed value",""
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","01704","Lentils, dry","2017","2017","1000 USD","42","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","01704","Lentils, dry","2018","2018","t","382474.15","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","01704","Lentils, dry","2018","2018","1000 USD","177341","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","01704","Lentils, dry","2018","2018","t","95.92","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","01704","Lentils, dry","2018","2018","1000 USD","146","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","01704","Lentils, dry","2019","2019","t","483351.68","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","01704","Lentils, dry","2019","2019","1000 USD","215616","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","01704","Lentils, dry","2019","2019","t","121.34","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","01704","Lentils, dry","2019","2019","1000 USD","225","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","01704","Lentils, dry","2020","2020","t","501106.72","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","01704","Lentils, dry","2020","2020","1000 USD","289497","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","01704","Lentils, dry","2020","2020","t","90.26","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","01704","Lentils, dry","2020","2020","1000 USD","181","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","01704","Lentils, dry","2021","2021","t","455298.43","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","01704","Lentils, dry","2021","2021","1000 USD","284952","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","01704","Lentils, dry","2021","2021","t","48.07","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","01704","Lentils, dry","2021","2021","1000 USD","61","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","01704","Lentils, dry","2022","2022","t","521194.49","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","01704","Lentils, dry","2022","2022","1000 USD","441872","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","01704","Lentils, dry","2022","2022","t","61.26","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","01704","Lentils, dry","2022","2022","1000 USD","116","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import quantity","01704","Lentils, dry","2023","2023","t","365236.53","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5622","Import value","01704","Lentils, dry","2023","2023","1000 USD","309930","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export quantity","01704","Lentils, dry","2023","2023","t","169.32","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5922","Export value","01704","Lentils, dry","2023","2023","1000 USD","190","X","Figure from international organizations","Estimated data using trading partners database"
